scheme,comparison_pool,entity_name,weighted_mean,weighted_std,generalization_score,final_rank
no_runtime,single,Wavelet W1,0.24420352622531025,0.07304044919478099,0.1928546031161515,14
no_runtime,single,Wavelet W2,0.24420352622531025,0.07304044919478099,0.1928546031161515,15
no_runtime,single,Wavelet W3,0.24420352622531025,0.07304044919478099,0.1928546031161515,16
no_runtime,single,Absolute Central Moment 4,0.2699033712626839,0.11703503975229526,0.2240428718095673,17
no_runtime,single,Normalized Variance,0.27370936918844563,0.1154956812517436,0.226245262807435,18
no_runtime,single,Fourier High Frequency Energy Ratio,0.27636576501982346,0.11938872591309643,0.22927265328780536,19
no_runtime,single,Absolute Central Moment 2,0.2789382687675222,0.11986773975014278,0.23121711006230836,20
no_runtime,single,Intensity Variance,0.2789382687675222,0.11986773975014278,0.23121711006230836,21
no_runtime,single,Intensity Range Index,0.34208332877775616,0.08136203389570221,0.26386694031313995,22
no_runtime,single,GLCM Contrast,0.34171534599916575,0.18040512333383937,0.2933222791995678,23
no_runtime,single,Sum Modified Laplacian,0.3569871672962896,0.15019319484106475,0.2949489755597221,24
no_runtime,single,Laplacian Energy,0.36253623648389594,0.15576055873351824,0.30050353315878264,25
no_runtime,single,Variance of Laplacian,0.3635340758027671,0.15667081871821806,0.30147509867740235,26
no_runtime,single,Image Power,0.3939061499182182,0.1266661119057876,0.31373413851448906,27
no_runtime,single,Mean Absolute Laplacian,0.38821681672218167,0.14986330506881895,0.31671076322617286,28
no_runtime,single,Mean Intensity,0.4507812748046315,0.09341544332493547,0.34357152536072266,29
no_runtime,single,Intensity Skewness Index,0.4699415982689801,0.144970398952356,0.37245023847399283,30
no_runtime,single,Histogram Entropy,0.4735450004832623,0.16661035616539013,0.38146460718790065,31
no_runtime,single,Maximal Intensity,0.4779136182835893,0.15992827605303372,0.3825180156144226,32
