protocol,dataset_scope,held_out_dataset,seed,generation_index,generation_number,best_generalization_score,best_complexity,best_nodes,best_height,best_expression,source_file
lodo,BMA,BMA,42,0,1,0.2024050964528703,3.0,3,1,"mul(Fourier_Transform_Sharpness_Index, Squared_Gradient)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,1,2,0.19382731149405374,5.0,5,2,"add(Gradient_Squared_Energy, mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,2,3,0.18771813268621357,10.0,10,5,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Squared_Gradient)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,3,4,0.18771813268621357,10.0,10,5,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Squared_Gradient)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,4,5,0.18668801971187748,10.0,10,5,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Fourier_High_Frequency_Energy_Ratio)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,5,6,0.18668801971187748,10.0,10,5,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Fourier_High_Frequency_Energy_Ratio)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,6,7,0.18668801971187748,10.0,10,5,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Fourier_High_Frequency_Energy_Ratio)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,7,8,0.1866880194199773,10.0,10,5,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Fourier_High_Frequency_Energy_Ratio)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,8,9,0.18534727507968982,7.0,7,3,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Gradient_Squared_Energy)))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,9,10,0.18534727465249493,7.0,7,3,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), Fourier_High_Frequency_Energy_Ratio))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,10,11,0.18478012757402537,19.0,19,6,"add(Fourier_Transform_Sharpness_Index, mul(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Fourier_High_Frequency_Energy_Ratio))), pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Gradient_Squared_Energy)), psqrt(Squared_Gradient)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,11,12,0.18451658316378003,17.0,17,9,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), psqrt(Fourier_High_Frequency_Energy_Ratio)))))))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,12,13,0.18214144183472544,20.0,20,10,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient)), psqrt(Squared_Gradient))))), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,13,14,0.18214144078063935,18.0,18,8,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), mul(Wavelet_W1, Wavelet_W1)))), psqrt(Squared_Gradient)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,14,15,0.18214144078063935,18.0,18,8,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), mul(Wavelet_W1, Wavelet_W1)))), psqrt(Squared_Gradient)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,15,16,0.1817436628484444,19.0,19,10,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient)), Squared_Gradient)))), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,16,17,0.1817436628484444,19.0,19,10,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient)), Squared_Gradient)))), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,17,18,0.18174366277007417,19.0,19,10,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Gradient_Squared_Energy)), Squared_Gradient)))), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,18,19,0.18174366277007417,19.0,19,10,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Gradient_Squared_Energy)), Squared_Gradient)))), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,19,20,0.1804948067208966,17.0,17,8,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,20,21,0.1804948067208966,17.0,17,8,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,21,22,0.1804948067208966,17.0,17,8,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,22,23,0.1804948067208966,17.0,17,8,"add(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient), mul(Wavelet_W1, Wavelet_W1)))), Fourier_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,23,24,0.17997365338193885,26.0,26,9,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(pabs(pabs(mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(Fourier_High_Frequency_Energy_Ratio, Squared_Gradient)), psqrt(Squared_Gradient)))), pabs(pabs(GLCM_Contrast)))), mul(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W1), pabs(pabs(GLCM_Contrast)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,24,25,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,25,26,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,26,27,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,27,28,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,28,29,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,29,30,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,30,31,0.17948910204266505,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,31,32,0.17931847755868555,20.0,20,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index))), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,32,33,0.17931847755868555,20.0,20,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index))), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,33,34,0.17931847755868555,20.0,20,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index))), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,34,35,0.17931847755868555,20.0,20,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index))), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,35,36,0.17931847755868555,20.0,20,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index))), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,36,37,0.1786068909150405,17.0,17,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(mul(pabs(GLCM_Contrast), Gradient_Squared_Energy), pabs(mul(Wavelet_W1, Fourier_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,37,38,0.1782011982185744,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,38,39,0.1782011982185744,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,39,40,0.1782011982185744,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,40,41,0.17820119733234746,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,41,42,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,42,43,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,43,44,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,44,45,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,45,46,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,46,47,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,47,48,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,48,49,0.1782011970936943,15.0,15,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(pabs(GLCM_Contrast), GLCM_Contrast), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,49,50,0.17820119708057314,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,50,51,0.17820119708057314,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,51,52,0.17820119696691006,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,52,53,0.17820119696691006,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,53,54,0.17820119679382074,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,54,55,0.17820119679382074,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,55,56,0.17820119679382074,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,56,57,0.17820119679382074,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,57,58,0.17820119679382074,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,58,59,0.17820119679382074,14.0,14,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,59,60,0.17817089758188479,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,60,61,0.17817089758188479,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,61,62,0.17817089758188479,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,62,63,0.17817089758188479,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,63,64,0.17817089758188479,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,64,65,0.17817089758188479,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
lodo,BMA,BMA,42,65,66,0.17817089668536162,19.0,19,9,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)), pabs(mul(Curvelet_Transform_Sharpness_Index, pabs(mul(pabs(psqrt(Wavelet_W1)), Fourier_Transform_Sharpness_Index)))))))",outputs/05_gp_runs/folds/heldout_BMA/seed_42/progress.csv
