protocol,dataset_scope,held_out_dataset,seed,generation_index,generation_number,best_generalization_score,best_complexity,best_nodes,best_height,best_expression,source_file
lodo,TBI,TBI,46,61,62,0.1822402746154198,17.0,17,5,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(Fourier_Transform_Sharpness_Index, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,62,63,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,63,64,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,64,65,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,65,66,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,66,67,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,67,68,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,68,69,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,69,70,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,70,71,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,71,72,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,72,73,0.18065053492961203,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Gradient_Squared_Energy, Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,73,74,0.18031412179578662,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,74,75,0.18031412179578662,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,75,76,0.18031412179578662,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,76,77,0.18031412179578662,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,77,78,0.18031412179578662,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,78,79,0.18031412179578662,25.0,25,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,79,80,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,80,81,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,81,82,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,82,83,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,83,84,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,84,85,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,85,86,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,86,87,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,87,88,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,88,89,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,89,90,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,90,91,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,91,92,0.17899993612923493,26.0,26,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,92,93,0.17884588930008172,27.0,27,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(psqrt(psqrt(Fourier_High_Frequency_Energy_Ratio)), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,93,94,0.17810440996928203,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,94,95,0.17810440996928203,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,95,96,0.17810440996928203,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,96,97,0.17810440989575452,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,97,98,0.17810440989575452,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,98,99,0.17810440989575452,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,46,99,100,0.17810440979536707,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",outputs/05_gp_runs/folds/heldout_TBI/seed_46/progress.csv
lodo,TBI,TBI,47,0,1,0.1960694650082784,5.0,5,3,"pabs(mul(psqrt(Gradient_Squared_Energy), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_TBI/seed_47/progress.csv
lodo,TBI,TBI,47,1,2,0.1960694650082784,5.0,5,3,"pabs(mul(psqrt(Gradient_Squared_Energy), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_TBI/seed_47/progress.csv
lodo,TBI,TBI,47,2,3,0.1960694650082784,5.0,5,3,"pabs(mul(psqrt(Gradient_Squared_Energy), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_TBI/seed_47/progress.csv
lodo,TBI,TBI,47,3,4,0.19606946483844737,5.0,5,3,"pabs(mul(psqrt(Gradient_Squared_Energy), Squared_Gradient))",outputs/05_gp_runs/folds/heldout_TBI/seed_47/progress.csv
lodo,TBI,TBI,47,4,5,0.19425502726420374,5.0,5,2,"add(Gradient_Squared_Energy, mul(Squared_Gradient, Gradient_Squared_Energy))",outputs/05_gp_runs/folds/heldout_TBI/seed_47/progress.csv
