protocol,dataset_scope,held_out_dataset,evaluation_dataset,seed,train_datasets,heldout_score,all_dataset_score,all_dataset_score_std,best_training_objective,best_complexity,num_nodes,tree_height,best_expression,terminals,result_json
lodo,TBI,TBI,,42,WBC | PBS | BMA | TBF,0.2693137723662142,,,0.18072260982089133,13.0,13,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(GLCM_Contrast, GLCM_Contrast), Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Fourier_Transform_Sharpness_Index))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_42/best_result.json
lodo,TBI,TBI,,43,WBC | PBS | BMA | TBF,0.3224671923329714,,,0.1777614171240612,15.0,15,5,"add(add(add(Gradient_Squared_Energy, Intensity_Skewness_Index), Gradient_Squared_Energy), mul(mul(mul(mul(Wavelet_W1, Fourier_High_Frequency_Energy_Ratio), Gradient_Squared_Energy), GLCM_Contrast), Fourier_Transform_Sharpness_Index))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_43/best_result.json
lodo,TBI,TBI,,44,WBC | PBS | BMA | TBF,0.2818769827141598,,,0.1790078840587706,30.0,30,10,"add(add(psqrt(Gradient_Squared_Energy), mul(mul(mul(mul(Curvelet_Transform_Sharpness_Index, mul(mul(mul(mul(Curvelet_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), mul(Curvelet_Transform_Sharpness_Index, Gradient_Squared_Energy)), Fourier_Transform_Sharpness_Index), mul(Squared_Gradient, Squared_Gradient))), mul(Fourier_Transform_Sharpness_Index, GLCM_Contrast)), Gradient_Squared_Energy), mul(Squared_Gradient, Squared_Gradient))), Gradient_Squared_Energy)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_44/best_result.json
lodo,TBI,TBI,,45,WBC | PBS | BMA | TBF,0.32218820907354,,,0.17874293129980426,11.0,11,4,"add(mul(Fourier_Transform_Sharpness_Index, add(GLCM_Contrast, mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index))), add(Gradient_Squared_Energy, Intensity_Skewness_Index))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_45/best_result.json
lodo,TBI,TBI,,46,WBC | PBS | BMA | TBF,0.2731838205070906,,,0.17810440979536707,28.0,28,7,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(pdiv(Intensity_Skewness_Index, Intensity_Skewness_Index), Curvelet_Transform_Sharpness_Index), mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), psqrt(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W3))))))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_46/best_result.json
lodo,TBI,TBI,,47,WBC | PBS | BMA | TBF,0.32732099519464974,,,0.1789008681330528,34.0,34,9,"pabs(add(add(Intensity_Skewness_Index, Gradient_Squared_Energy), add(add(add(add(Intensity_Skewness_Index, add(Squared_Gradient, add(Gradient_Squared_Energy, mul(GLCM_Contrast, Gradient_Squared_Energy)))), Gradient_Squared_Energy), add(Gradient_Squared_Energy, mul(GLCM_Contrast, mul(GLCM_Contrast, Gradient_Squared_Energy)))), mul(sub(mul(Fourier_High_Frequency_Energy_Ratio, Intensity_Skewness_Index), pdiv(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index)), Gradient_Squared_Energy))))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_47/best_result.json
lodo,TBI,TBI,,48,WBC | PBS | BMA | TBF,0.31448855296905265,,,0.16867586565334408,27.0,27,10,"add(pabs(sub(Fourier_Transform_Sharpness_Index, Intensity_Skewness_Index)), add(Squared_Gradient, add(Gradient_Squared_Energy, mul(add(Squared_Gradient, add(Gradient_Squared_Energy, mul(Squared_Gradient, mul(sub(pabs(GLCM_Contrast), psqrt(Intensity_Skewness_Index)), Squared_Gradient)))), mul(Squared_Gradient, pabs(GLCM_Contrast))))))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_48/best_result.json
lodo,TBI,TBI,,49,WBC | PBS | BMA | TBF,0.3174208993985046,,,0.17671687007180237,13.0,13,4,"add(mul(add(sub(GLCM_Contrast, Intensity_Skewness_Index), add(Fourier_Transform_Sharpness_Index, Wavelet_W1)), Squared_Gradient), add(Intensity_Skewness_Index, Squared_Gradient))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_49/best_result.json
lodo,TBI,TBI,,50,WBC | PBS | BMA | TBF,0.26878626012312784,,,0.18015223222228371,13.0,13,6,"add(mul(Squared_Gradient, mul(mul(mul(GLCM_Contrast, mul(Curvelet_Transform_Sharpness_Index, GLCM_Contrast)), Fourier_Transform_Sharpness_Index), Fourier_High_Frequency_Energy_Ratio)), Fourier_Transform_Sharpness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_50/best_result.json
lodo,TBI,TBI,,51,WBC | PBS | BMA | TBF,0.328738015729474,,,0.17672775092394083,11.0,11,6,"add(add(pabs(mul(Gradient_Squared_Energy, psqrt(add(GLCM_Contrast, Fourier_High_Frequency_Energy_Ratio)))), Gradient_Squared_Energy), Intensity_Skewness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | GLCM Contrast | Intensity Skewness Index | Squared Gradient | Fourier High Frequency Energy Ratio | Wavelet W3,outputs/05_gp_runs/folds/heldout_TBI/seed_51/best_result.json
lodo,WBC,WBC,,42,TBI | PBS | BMA | TBF,0.17573098734116102,,,0.1893256318864907,13.0,13,6,"add(mul(Squared_Gradient, mul(Fourier_Transform_Sharpness_Index, mul(Wavelet_W2, mul(mul(GLCM_Contrast, GLCM_Contrast), Fourier_High_Frequency_Energy_Ratio)))), Fourier_Transform_Sharpness_Index)",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_42/best_result.json
lodo,WBC,WBC,,43,TBI | PBS | BMA | TBF,0.17573114458569844,,,0.1893256286362473,13.0,13,6,"add(mul(mul(Curvelet_Transform_Sharpness_Index, mul(Gradient_Squared_Energy, mul(mul(GLCM_Contrast, GLCM_Contrast), Fourier_Transform_Sharpness_Index))), Fourier_High_Frequency_Energy_Ratio), Fourier_Transform_Sharpness_Index)",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_43/best_result.json
lodo,WBC,WBC,,44,TBI | PBS | BMA | TBF,0.17573103436908719,,,0.18932562879601655,13.0,13,5,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(mul(Fourier_High_Frequency_Energy_Ratio, GLCM_Contrast), Fourier_Transform_Sharpness_Index), Squared_Gradient), mul(Curvelet_Transform_Sharpness_Index, GLCM_Contrast)))",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_44/best_result.json
lodo,WBC,WBC,,45,TBI | PBS | BMA | TBF,0.16920611032230654,,,0.18462847858954617,28.0,28,6,"add(mul(mul(mul(Fourier_Transform_Sharpness_Index, Fourier_Transform_Sharpness_Index), sub(add(Intensity_Skewness_Index, mul(Fourier_Transform_Sharpness_Index, Wavelet_W2)), psqrt(Intensity_Skewness_Index))), mul(mul(mul(mul(Wavelet_W2, GLCM_Contrast), GLCM_Contrast), mul(Wavelet_W2, GLCM_Contrast)), mul(Fourier_Transform_Sharpness_Index, Fourier_High_Frequency_Energy_Ratio))), Fourier_Transform_Sharpness_Index)",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_45/best_result.json
lodo,WBC,WBC,,46,TBI | PBS | BMA | TBF,0.1806567939117731,,,0.1889137608656289,14.0,14,6,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, mul(Curvelet_Transform_Sharpness_Index, mul(psqrt(mul(GLCM_Contrast, Fourier_Transform_Sharpness_Index)), mul(GLCM_Contrast, Fourier_Transform_Sharpness_Index)))))",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_46/best_result.json
lodo,WBC,WBC,,47,TBI | PBS | BMA | TBF,0.17573114653460462,,,0.18932562900161187,13.0,13,5,"add(mul(mul(mul(mul(Fourier_Transform_Sharpness_Index, Gradient_Squared_Energy), GLCM_Contrast), mul(Fourier_High_Frequency_Energy_Ratio, Curvelet_Transform_Sharpness_Index)), GLCM_Contrast), Fourier_Transform_Sharpness_Index)",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_47/best_result.json
lodo,WBC,WBC,,48,TBI | PBS | BMA | TBF,0.19501257372638148,,,0.1836627209808777,33.0,33,8,"add(add(add(Squared_Gradient, Squared_Gradient), sub(psqrt(Fourier_Transform_Sharpness_Index), Wavelet_W2)), mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(psqrt(GLCM_Contrast), Fourier_Transform_Sharpness_Index), mul(mul(Wavelet_W2, mul(mul(psqrt(GLCM_Contrast), Squared_Gradient), Fourier_Transform_Sharpness_Index)), mul(mul(mul(psqrt(GLCM_Contrast), Squared_Gradient), Squared_Gradient), Squared_Gradient)))))",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_48/best_result.json
lodo,WBC,WBC,,49,TBI | PBS | BMA | TBF,0.2203852449709639,,,0.18673875082377506,32.0,32,10,"add(mul(mul(mul(Squared_Gradient, Squared_Gradient), Fourier_High_Frequency_Energy_Ratio), mul(Squared_Gradient, mul(Fourier_Transform_Sharpness_Index, mul(mul(Gradient_Squared_Energy, mul(pabs(Wavelet_W1), mul(mul(Fourier_Transform_Sharpness_Index, psqrt(Fourier_Transform_Sharpness_Index)), psqrt(sub(Gradient_Squared_Energy, Intensity_Skewness_Index))))), mul(Squared_Gradient, Gradient_Squared_Energy))))), pabs(psqrt(Fourier_Transform_Sharpness_Index)))",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_49/best_result.json
lodo,WBC,WBC,,50,TBI | PBS | BMA | TBF,0.1757315420346032,,,0.18932563177909617,13.0,13,5,"add(Fourier_Transform_Sharpness_Index, mul(mul(mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W1), mul(mul(GLCM_Contrast, Gradient_Squared_Energy), GLCM_Contrast)), Fourier_Transform_Sharpness_Index))",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_50/best_result.json
lodo,WBC,WBC,,51,TBI | PBS | BMA | TBF,0.17573110418990534,,,0.18932562875669565,13.0,13,5,"add(mul(mul(Fourier_Transform_Sharpness_Index, Curvelet_Transform_Sharpness_Index), mul(mul(mul(Gradient_Squared_Energy, Fourier_High_Frequency_Energy_Ratio), GLCM_Contrast), GLCM_Contrast)), Fourier_Transform_Sharpness_Index)",Squared Gradient | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Gradient Squared Energy | Wavelet W2 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/heldout_WBC/seed_51/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,42,WBC | TBI | PBS | BMA | TBF,0.24615367540428665,0.24615367540428665,0.036860198138615394,0.1833656317115179,14.0,14,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_High_Frequency_Energy_Ratio, mul(mul(psqrt(GLCM_Contrast), mul(GLCM_Contrast, Gradient_Squared_Energy)), Fourier_Transform_Sharpness_Index)), Wavelet_W1))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_42/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,43,WBC | TBI | PBS | BMA | TBF,0.2453741203738947,0.2453741203738947,0.04023026327124497,0.18383096332570173,17.0,17,4,"add(mul(mul(mul(GLCM_Contrast, Gradient_Squared_Energy), mul(GLCM_Contrast, Curvelet_Transform_Sharpness_Index)), mul(mul(GLCM_Contrast, Gradient_Squared_Energy), mul(GLCM_Contrast, Curvelet_Transform_Sharpness_Index))), Fourier_Transform_Sharpness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_43/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,44,WBC | TBI | PBS | BMA | TBF,0.24242176812442642,0.24242176812442642,0.03390728097596753,0.17986742118415752,33.0,33,7,"add(sub(mul(mul(mul(mul(Gradient_Squared_Energy, Gradient_Squared_Energy), mul(mul(Gradient_Squared_Energy, Gradient_Squared_Energy), mul(Gradient_Squared_Energy, Gradient_Squared_Energy))), Gradient_Squared_Energy), mul(mul(Fourier_Transform_Sharpness_Index, mul(mul(Gradient_Squared_Energy, Squared_Gradient), GLCM_Contrast)), mul(Gradient_Squared_Energy, Squared_Gradient))), Wavelet_W1), add(add(Gradient_Squared_Energy, Fourier_Transform_Sharpness_Index), Fourier_Transform_Sharpness_Index))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_44/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,45,WBC | TBI | PBS | BMA | TBF,0.2459035752452298,0.2459035752452298,0.03763077597580632,0.1834217345782118,13.0,13,6,"add(Fourier_Transform_Sharpness_Index, mul(mul(Fourier_Transform_Sharpness_Index, mul(mul(Gradient_Squared_Energy, mul(GLCM_Contrast, Fourier_High_Frequency_Energy_Ratio)), Wavelet_W1)), GLCM_Contrast))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_45/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,46,WBC | TBI | PBS | BMA | TBF,0.24542555360001064,0.24542555360001064,0.030043854206163678,0.18081104318975447,26.0,26,8,"add(sub(mul(mul(mul(mul(Squared_Gradient, Curvelet_Transform_Sharpness_Index), mul(GLCM_Contrast, psqrt(add(Wavelet_W3, Curvelet_Transform_Sharpness_Index)))), Fourier_High_Frequency_Energy_Ratio), mul(GLCM_Contrast, Curvelet_Transform_Sharpness_Index)), Curvelet_Transform_Sharpness_Index), add(add(add(Fourier_Transform_Sharpness_Index, Squared_Gradient), Fourier_Transform_Sharpness_Index), Fourier_Transform_Sharpness_Index))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_46/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,47,WBC | TBI | PBS | BMA | TBF,0.2459035765873366,0.2459035765873366,0.03763077512948913,0.18342173505268614,13.0,13,5,"add(Fourier_Transform_Sharpness_Index, mul(Fourier_Transform_Sharpness_Index, mul(mul(mul(Gradient_Squared_Energy, GLCM_Contrast), mul(Wavelet_W1, Fourier_High_Frequency_Energy_Ratio)), GLCM_Contrast)))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_47/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,48,WBC | TBI | PBS | BMA | TBF,0.24590355630437086,0.24590355630437086,0.03763076787127989,0.18342171934718207,17.0,17,5,"add(mul(sub(mul(Fourier_Transform_Sharpness_Index, Fourier_High_Frequency_Energy_Ratio), sub(Wavelet_W3, Curvelet_Transform_Sharpness_Index)), mul(Curvelet_Transform_Sharpness_Index, mul(mul(Squared_Gradient, GLCM_Contrast), GLCM_Contrast))), Fourier_Transform_Sharpness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_48/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,49,WBC | TBI | PBS | BMA | TBF,0.24467977173761774,0.24467977173761774,0.03969875194863481,0.18318546428262025,28.0,28,9,"add(mul(mul(mul(Fourier_Transform_Sharpness_Index, pabs(mul(mul(Fourier_Transform_Sharpness_Index, mul(Fourier_Transform_Sharpness_Index, mul(Fourier_High_Frequency_Energy_Ratio, Wavelet_W1))), mul(Gradient_Squared_Energy, Squared_Gradient)))), mul(Gradient_Squared_Energy, Squared_Gradient)), mul(Gradient_Squared_Energy, mul(Gradient_Squared_Energy, Squared_Gradient))), pabs(psqrt(Fourier_Transform_Sharpness_Index)))",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_49/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,50,WBC | TBI | PBS | BMA | TBF,0.2459035853817677,0.2459035853817677,0.03763075799091168,0.18342173624788777,13.0,13,4,"add(mul(mul(Wavelet_W3, mul(Fourier_Transform_Sharpness_Index, GLCM_Contrast)), mul(mul(GLCM_Contrast, Fourier_High_Frequency_Energy_Ratio), Squared_Gradient)), Fourier_Transform_Sharpness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_50/best_result.json
final_refit,ALL,FINAL_ALL,ALL_TRAINING_DATASETS,51,WBC | TBI | PBS | BMA | TBF,0.2461536774624949,0.2461536774624949,0.036860169113686315,0.18336562472272175,15.0,15,5,"add(mul(mul(Gradient_Squared_Energy, mul(Fourier_Transform_Sharpness_Index, GLCM_Contrast)), mul(mul(Curvelet_Transform_Sharpness_Index, Fourier_High_Frequency_Energy_Ratio), psqrt(pabs(GLCM_Contrast)))), Fourier_Transform_Sharpness_Index)",Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,outputs/05_gp_runs/folds/final_refit/seed_51/best_result.json
