result_type,source,seed,best_training_objective,best_all_dataset_score,best_complexity,num_nodes,tree_height,train_datasets,terminals,best_expression,num_final_refit_seeds,mean_all_dataset_score,std_all_dataset_score
final_refit_best_expression,all_dataset_refit_after_lodo_validation,44,0.17986742118415752,0.24242176812442642,33.0,33,7,WBC | TBI | PBS | BMA | TBF,Gradient Squared Energy | Fourier Transform Sharpness Index | Wavelet W1 | Curvelet Transform Sharpness Index | Sum Modified Laplacian | Intensity Skewness Index | GLCM Contrast | Squared Gradient | Wavelet W3 | Fourier High Frequency Energy Ratio,"add(sub(mul(mul(mul(mul(Gradient_Squared_Energy, Gradient_Squared_Energy), mul(mul(Gradient_Squared_Energy, Gradient_Squared_Energy), mul(Gradient_Squared_Energy, Gradient_Squared_Energy))), Gradient_Squared_Energy), mul(mul(Fourier_Transform_Sharpness_Index, mul(mul(Gradient_Squared_Energy, Squared_Gradient), GLCM_Contrast)), mul(Gradient_Squared_Energy, Squared_Gradient))), Wavelet_W1), add(add(Gradient_Squared_Energy, Fourier_Transform_Sharpness_Index), Fourier_Transform_Sharpness_Index))",10,0.2453822860221436,0.0010741126418511954
