family,n,k,methods,blocks,statistic,p_value,valid,note
union_overall_rank,50,46,"Absolute Central Moment 2,Absolute Central Moment 4,Brenner Gradient,CFM1,CFM10,CFM11,CFM12,CFM13,CFM14,CFM2,CFM3,CFM4,CFM5,CFM6,CFM7,CFM8,CFM9,Curvelet Transform Sharpness Index,DCT Focus Measure,Energy of Gradient,Fourier High Frequency Energy Ratio,Fourier Transform Sharpness Index,GLCM Contrast,Gradient Squared Energy,Histogram Entropy,Image Power,Intensity Range Index,Intensity Skewness Index,Intensity Variance,Laplacian Energy,Maximal Intensity,Mean Absolute Laplacian,Mean Intensity,Modified Tenengrad,Normalized Variance,Roberts Focus Measure,Spatial Frequency,Squared Gradient,Sum Modified Laplacian,Tenengrad,Variance of Gradient,Variance of Laplacian,Wavelet Detail Energy (db1),Wavelet W1,Wavelet W2,Wavelet W3","BMA::absolute_peak_localization_error,BMA::fwhm,BMA::curvature_at_peak,BMA::steep_slope_width,BMA::steep_to_gradual_slope_ratio,BMA::false_maxima_count,BMA::noise_level,BMA::rrmse_under_additive_noise,BMA::range_around_global_maximum,BMA::execution_time_per_slice,PBS::absolute_peak_localization_error,PBS::fwhm,PBS::curvature_at_peak,PBS::steep_slope_width,PBS::steep_to_gradual_slope_ratio,PBS::false_maxima_count,PBS::noise_level,PBS::rrmse_under_additive_noise,PBS::range_around_global_maximum,PBS::execution_time_per_slice,TBF::absolute_peak_localization_error,TBF::fwhm,TBF::curvature_at_peak,TBF::steep_slope_width,TBF::steep_to_gradual_slope_ratio,TBF::false_maxima_count,TBF::noise_level,TBF::rrmse_under_additive_noise,TBF::range_around_global_maximum,TBF::execution_time_per_slice,TBI::absolute_peak_localization_error,TBI::fwhm,TBI::curvature_at_peak,TBI::steep_slope_width,TBI::steep_to_gradual_slope_ratio,TBI::false_maxima_count,TBI::noise_level,TBI::rrmse_under_additive_noise,TBI::range_around_global_maximum,TBI::execution_time_per_slice,WBC::absolute_peak_localization_error,WBC::fwhm,WBC::curvature_at_peak,WBC::steep_slope_width,WBC::steep_to_gradual_slope_ratio,WBC::false_maxima_count,WBC::noise_level,WBC::rrmse_under_additive_noise,WBC::range_around_global_maximum,WBC::execution_time_per_slice",243.24320063461093,5.183543063472964e-29,True,
