family,n,k,methods,blocks,statistic,p_value,valid,note
single_accuracy_rank,5,32,"Absolute Central Moment 2,Absolute Central Moment 4,Brenner Gradient,Curvelet Transform Sharpness Index,DCT Focus Measure,Energy of Gradient,Fourier High Frequency Energy Ratio,Fourier Transform Sharpness Index,GLCM Contrast,Gradient Squared Energy,Histogram Entropy,Image Power,Intensity Range Index,Intensity Skewness Index,Intensity Variance,Laplacian Energy,Maximal Intensity,Mean Absolute Laplacian,Mean Intensity,Modified Tenengrad,Normalized Variance,Roberts Focus Measure,Spatial Frequency,Squared Gradient,Sum Modified Laplacian,Tenengrad,Variance of Gradient,Variance of Laplacian,Wavelet Detail Energy (db1),Wavelet W1,Wavelet W2,Wavelet W3","BMA,PBS,TBF,TBI,WBC",95.80295640429206,1.5426549723579326e-08,True,
