family,n,k,methods,blocks,statistic,p_value,valid,note
union_accuracy_rank,5,46,"Absolute Central Moment 2,Absolute Central Moment 4,Brenner Gradient,CFM1,CFM10,CFM11,CFM12,CFM13,CFM14,CFM2,CFM3,CFM4,CFM5,CFM6,CFM7,CFM8,CFM9,Curvelet Transform Sharpness Index,DCT Focus Measure,Energy of Gradient,Fourier High Frequency Energy Ratio,Fourier Transform Sharpness Index,GLCM Contrast,Gradient Squared Energy,Histogram Entropy,Image Power,Intensity Range Index,Intensity Skewness Index,Intensity Variance,Laplacian Energy,Maximal Intensity,Mean Absolute Laplacian,Mean Intensity,Modified Tenengrad,Normalized Variance,Roberts Focus Measure,Spatial Frequency,Squared Gradient,Sum Modified Laplacian,Tenengrad,Variance of Gradient,Variance of Laplacian,Wavelet Detail Energy (db1),Wavelet W1,Wavelet W2,Wavelet W3","BMA,PBS,TBF,TBI,WBC",151.17512583086798,2.1118168617346973e-13,True,
