family,measure_a,measure_b,n,valid,statistic,p_raw,p_holm,delta_mean,delta_median,rank_biserial,note
single_overall_rank,Absolute Central Moment 2,Variance of Laplacian,50,True,586.5,0.6253677971440439,1.0,-2.03,2.0,-0.08,
single_overall_rank,Absolute Central Moment 2,Wavelet Detail Energy (db1),50,True,596.5,0.8746808814376585,1.0,-0.49,-5.5,-0.026122448979591838,
single_overall_rank,Absolute Central Moment 2,Wavelet W1,50,True,599.0,0.8980376443320921,1.0,-0.51,-5.5,-0.022040816326530613,
single_overall_rank,Absolute Central Moment 2,Wavelet W2,50,True,606.0,0.9528409629107735,1.0,-0.09,-5.5,-0.010612244897959184,
single_overall_rank,Absolute Central Moment 2,Wavelet W3,50,True,602.5,0.9214814718325073,1.0,-0.19,-5.5,-0.0163265306122449,
single_overall_rank,Absolute Central Moment 4,Brenner Gradient,50,True,254.0,0.00022921061609793014,0.10612451525334166,-7.37,-13.75,-0.5853061224489796,
single_overall_rank,Absolute Central Moment 4,Curvelet Transform Sharpness Index,50,True,513.5,0.3277633323525144,1.0,-1.22,-5.0,-0.16163265306122448,
single_overall_rank,Absolute Central Moment 4,DCT Focus Measure,50,True,423.5,0.05967270608502062,1.0,-2.37,-2.5,-0.30857142857142855,
single_overall_rank,Absolute Central Moment 4,Energy of Gradient,50,True,284.5,0.0004506016805585489,0.2009683495291128,-7.15,-11.75,-0.5537254901960784,
single_overall_rank,Absolute Central Moment 4,Fourier High Frequency Energy Ratio,50,True,446.5,0.21587976276771315,1.0,-2.88,-1.0,-0.20833333333333334,
single_overall_rank,Absolute Central Moment 4,Fourier Transform Sharpness Index,50,True,413.0,0.029727315082014982,1.0,-3.24,-4.0,-0.35215686274509805,
single_overall_rank,Absolute Central Moment 4,GLCM Contrast,50,True,611.5,0.8035269768960163,1.0,-0.61,-1.0,-0.0407843137254902,
single_overall_rank,Absolute Central Moment 4,Gradient Squared Energy,50,True,277.5,0.0003378810943459598,0.1537358979274117,-7.41,-12.25,-0.5647058823529412,
single_overall_rank,Absolute Central Moment 4,Histogram Entropy,50,True,472.5,0.2426604162413213,1.0,1.93,0.5,0.19642857142857142,
single_overall_rank,Absolute Central Moment 4,Image Power,50,True,521.0,0.49862110993961295,1.0,0.05,2.0,0.11394557823129252,
single_overall_rank,Absolute Central Moment 4,Intensity Range Index,50,True,575.5,0.5526669770606443,1.0,-1.56,0.0,-0.09725490196078432,
single_overall_rank,Absolute Central Moment 4,Intensity Skewness Index,50,True,636.0,0.9923668279164506,1.0,-1.49,1.5,-0.002352941176470588,
single_overall_rank,Absolute Central Moment 4,Intensity Variance,50,True,517.5,0.8034453733816065,1.0,-0.93,0.0,-0.0425531914893617,
single_overall_rank,Absolute Central Moment 4,Laplacian Energy,50,True,618.0,0.8557483168795788,1.0,-1.36,2.0,-0.03058823529411765,
single_overall_rank,Absolute Central Moment 4,Maximal Intensity,50,True,614.5,0.8332778036429911,1.0,-0.16,2.25,0.03607843137254902,
single_overall_rank,Absolute Central Moment 4,Mean Absolute Laplacian,50,True,572.5,0.5398998476772991,1.0,0.64,1.5,0.10196078431372549,
single_overall_rank,Absolute Central Moment 4,Mean Intensity,50,True,625.5,0.916185835362695,1.0,-0.78,2.5,0.018823529411764704,
single_overall_rank,Absolute Central Moment 4,Modified Tenengrad,50,True,334.0,0.002896310240339872,1.0,-6.09,-10.75,-0.476078431372549,
single_overall_rank,Absolute Central Moment 4,Normalized Variance,50,True,500.0,0.3727834415125031,1.0,-1.22,1.0,-0.14965986394557823,
single_overall_rank,Absolute Central Moment 4,Roberts Focus Measure,50,True,314.5,0.0014315119741414861,0.5897829333462923,-5.57,-10.25,-0.5066666666666667,
single_overall_rank,Absolute Central Moment 4,Spatial Frequency,50,True,371.5,0.00939211543820484,1.0,-4.01,-6.0,-0.4172549019607843,
single_overall_rank,Absolute Central Moment 4,Squared Gradient,50,True,280.0,0.0003825853095680287,0.17292855992474898,-7.37,-12.0,-0.5607843137254902,
single_overall_rank,Absolute Central Moment 4,Sum Modified Laplacian,50,True,598.5,0.7089524432753507,1.0,-1.79,0.5,-0.0611764705882353,
single_overall_rank,Absolute Central Moment 4,Tenengrad,50,True,289.0,0.0005510827602233093,0.2435785800187027,-6.93,-11.5,-0.5466666666666666,
single_overall_rank,Absolute Central Moment 4,Variance of Gradient,50,True,277.0,0.0003378810943459598,0.1537358979274117,-7.38,-9.0,-0.5654901960784313,
single_overall_rank,Absolute Central Moment 4,Variance of Laplacian,50,True,522.5,0.2695104487517437,1.0,-2.74,-1.0,-0.1803921568627451,
single_overall_rank,Absolute Central Moment 4,Wavelet Detail Energy (db1),50,True,514.0,0.3327014806389812,1.0,-1.2,-4.5,-0.16081632653061226,
single_overall_rank,Absolute Central Moment 4,Wavelet W1,50,True,520.5,0.3633131704607564,1.0,-1.22,-4.5,-0.15020408163265306,
single_overall_rank,Absolute Central Moment 4,Wavelet W2,50,True,560.5,0.6079896611658668,1.0,-0.8,-4.5,-0.08489795918367347,
single_overall_rank,Absolute Central Moment 4,Wavelet W3,50,True,556.0,0.5806243739629124,1.0,-0.9,-4.5,-0.09224489795918367,
single_overall_rank,Brenner Gradient,Curvelet Transform Sharpness Index,50,True,194.0,4.1563860207816106e-05,0.019909089039543915,6.15,7.5,0.6560283687943262,
single_overall_rank,Brenner Gradient,DCT Focus Measure,50,True,282.5,0.0024501173084559014,0.9751466887654487,5.0,7.5,0.499113475177305,
single_overall_rank,Brenner Gradient,Energy of Gradient,50,True,432.5,0.4766892327322694,1.0,0.22,0.0,0.12626262626262627,
single_overall_rank,Brenner Gradient,Fourier High Frequency Energy Ratio,50,True,409.5,0.027545164283727885,1.0,4.49,6.5,0.35764705882352943,
single_overall_rank,Brenner Gradient,Fourier Transform Sharpness Index,50,True,335.0,0.014628719767841858,1.0,4.13,5.5,0.40602836879432624,
single_overall_rank,Brenner Gradient,GLCM Contrast,50,True,302.5,0.002944464509653244,1.0,6.76,5.75,0.48554421768707484,
single_overall_rank,Brenner Gradient,Gradient Squared Energy,50,True,464.0,0.724484269518257,1.0,-0.04,0.0,0.06262626262626263,
single_overall_rank,Brenner Gradient,Histogram Entropy,50,True,274.5,0.0003107899432901462,0.14172021414030667,9.3,13.5,0.5694117647058824,
single_overall_rank,Brenner Gradient,Image Power,50,True,273.5,0.00029800364072762875,0.13648566745325397,7.42,12.5,0.5709803921568627,
single_overall_rank,Brenner Gradient,Intensity Range Index,50,True,287.5,0.0005294876867694143,0.23509253292561993,5.81,8.0,0.5490196078431373,
single_overall_rank,Brenner Gradient,Intensity Skewness Index,50,True,372.0,0.009674503529771172,1.0,5.88,13.75,0.4164705882352941,
single_overall_rank,Brenner Gradient,Intensity Variance,50,True,314.0,0.0014315119741414861,0.5897829333462923,6.44,10.5,0.5074509803921569,
single_overall_rank,Brenner Gradient,Laplacian Energy,50,True,323.5,0.002049094724295486,0.8278342686153763,6.01,10.0,0.49254901960784314,
single_overall_rank,Brenner Gradient,Maximal Intensity,50,True,283.0,0.00043263448054275955,0.19425288176369904,7.21,10.5,0.556078431372549,
single_overall_rank,Brenner Gradient,Mean Absolute Laplacian,50,True,258.5,0.00015581408102782746,0.07307680400205108,8.01,12.5,0.5945098039215686,
single_overall_rank,Brenner Gradient,Mean Intensity,50,True,309.5,0.001235703558341683,0.5181393813190027,6.59,10.0,0.5145098039215686,
single_overall_rank,Brenner Gradient,Modified Tenengrad,50,True,493.5,0.9861753681161645,1.0,1.28,0.0,-0.0030303030303030303,
single_overall_rank,Brenner Gradient,Normalized Variance,50,True,341.0,0.0036632546526647047,1.0,6.15,10.75,0.46509803921568627,
single_overall_rank,Brenner Gradient,Roberts Focus Measure,50,True,351.5,0.09658928540682155,1.0,1.8,1.0,0.2898989898989899,
single_overall_rank,Brenner Gradient,Spatial Frequency,50,True,351.5,0.014761183550071166,1.0,3.36,4.5,0.40221088435374147,
single_overall_rank,Brenner Gradient,Squared Gradient,50,True,463.5,0.724484269518257,1.0,0.0,0.0,0.06363636363636363,
single_overall_rank,Brenner Gradient,Sum Modified Laplacian,50,True,362.5,0.007380741603101981,1.0,5.58,9.0,0.43137254901960786,
single_overall_rank,Brenner Gradient,Tenengrad,50,True,426.0,0.4277986254425059,1.0,0.44,0.0,0.1393939393939394,
single_overall_rank,Brenner Gradient,Variance of Gradient,50,True,534.5,0.7650881263111131,1.0,-0.01,0.0,0.05230496453900709,
single_overall_rank,Brenner Gradient,Variance of Laplacian,50,True,400.5,0.021794286702137455,1.0,4.63,7.0,0.37176470588235294,
single_overall_rank,Brenner Gradient,Wavelet Detail Energy (db1),50,True,193.0,3.935232572871428e-05,0.018889116349782853,6.17,7.5,0.6578014184397163,
single_overall_rank,Brenner Gradient,Wavelet W1,50,True,187.0,2.8209549086000152e-05,0.013822679052140074,6.15,7.5,0.6684397163120568,
single_overall_rank,Brenner Gradient,Wavelet W2,50,True,187.0,2.8209549086000152e-05,0.013822679052140074,6.57,7.5,0.6684397163120568,
single_overall_rank,Brenner Gradient,Wavelet W3,50,True,187.0,2.8209549086000152e-05,0.013822679052140074,6.47,7.5,0.6684397163120568,
single_overall_rank,Curvelet Transform Sharpness Index,DCT Focus Measure,50,True,477.0,0.3633418505970809,1.0,-1.15,-3.5,-0.15425531914893617,
single_overall_rank,Curvelet Transform Sharpness Index,Energy of Gradient,50,True,189.5,5.973133150405374e-05,0.028372382464425527,-5.93,-7.0,-0.6493987049028677,
single_overall_rank,Curvelet Transform Sharpness Index,Fourier High Frequency Energy Ratio,50,True,516.5,0.3427184273324322,1.0,-1.66,1.5,-0.156734693877551,
single_overall_rank,Curvelet Transform Sharpness Index,Fourier Transform Sharpness Index,50,True,495.0,0.24690004936483234,1.0,-2.02,-3.0,-0.19183673469387755,
single_overall_rank,Curvelet Transform Sharpness Index,GLCM Contrast,50,True,601.0,0.7304479390240814,1.0,0.61,3.0,0.05725490196078432,
single_overall_rank,Curvelet Transform Sharpness Index,Gradient Squared Energy,50,True,179.5,3.404138394103029e-05,0.01651007121139969,-6.19,-7.5,-0.667900092506938,
single_overall_rank,Curvelet Transform Sharpness Index,Histogram Entropy,50,True,440.5,0.08905527743770847,1.0,3.15,6.25,0.2808163265306122,
single_overall_rank,Curvelet Transform Sharpness Index,Image Power,50,True,565.5,0.4963885938865378,1.0,1.27,5.75,0.11294117647058824,
single_overall_rank,Curvelet Transform Sharpness Index,Intensity Range Index,50,True,632.0,0.9618478594751583,1.0,-0.34,4.5,0.008627450980392156,
single_overall_rank,Curvelet Transform Sharpness Index,Intensity Skewness Index,50,True,622.5,0.8858855663449852,1.0,-0.27,-3.0,-0.023529411764705882,
single_overall_rank,Curvelet Transform Sharpness Index,Intensity Variance,50,True,598.0,0.8902414071082241,1.0,0.29,5.5,0.0236734693877551,
single_overall_rank,Curvelet Transform Sharpness Index,Laplacian Energy,50,True,635.5,0.9923668279164506,1.0,-0.14,-3.0,0.003137254901960784,
single_overall_rank,Curvelet Transform Sharpness Index,Maximal Intensity,50,True,584.5,0.6185935400423848,1.0,1.06,6.0,0.08313725490196078,
single_overall_rank,Curvelet Transform Sharpness Index,Mean Absolute Laplacian,50,True,533.5,0.3230277659528582,1.0,1.86,4.0,0.1631372549019608,
single_overall_rank,Curvelet Transform Sharpness Index,Mean Intensity,50,True,598.0,0.7089524432753507,1.0,0.44,4.75,0.06196078431372549,
single_overall_rank,Curvelet Transform Sharpness Index,Modified Tenengrad,50,True,276.0,0.003286303051311279,1.0,-4.87,-7.0,-0.48936170212765956,
single_overall_rank,Curvelet Transform Sharpness Index,Normalized Variance,50,True,580.5,0.9392530737438562,1.0,0.0,5.0,-0.012755102040816327,
single_overall_rank,Curvelet Transform Sharpness Index,Roberts Focus Measure,50,True,244.0,0.0008884071334875898,0.3829034745331512,-4.35,-6.25,-0.5485661424606846,
single_overall_rank,Curvelet Transform Sharpness Index,Spatial Frequency,50,True,330.5,0.020763087427354776,1.0,-2.79,-3.25,-0.3885291396854764,
single_overall_rank,Curvelet Transform Sharpness Index,Squared Gradient,50,True,186.0,5.058872594077002e-05,0.0241308222737473,-6.15,-7.25,-0.6558741905642923,
single_overall_rank,Curvelet Transform Sharpness Index,Sum Modified Laplacian,50,True,628.5,0.9389922173111831,1.0,-0.57,-5.0,0.01411764705882353,
single_overall_rank,Curvelet Transform Sharpness Index,Tenengrad,50,True,199.5,0.00010234933148467462,0.04830888446076642,-5.71,-7.0,-0.6308973172987974,
single_overall_rank,Curvelet Transform Sharpness Index,Variance of Gradient,50,True,263.5,0.0006161441664573886,0.2704872890747936,-6.16,-9.0,-0.5518707482993197,
single_overall_rank,Curvelet Transform Sharpness Index,Variance of Laplacian,50,True,564.5,0.4843032319103049,1.0,-1.52,-6.25,-0.11450980392156863,
single_overall_rank,Curvelet Transform Sharpness Index,Wavelet Detail Energy (db1),50,True,6.5,1.0,1.0,0.02,0.0,0.13333333333333333,
single_overall_rank,Curvelet Transform Sharpness Index,Wavelet W1,50,True,30.5,0.8310546875,1.0,0.0,0.0,-0.07575757575757576,
single_overall_rank,Curvelet Transform Sharpness Index,Wavelet W2,50,True,19.5,0.2783203125,1.0,0.42,0.0,0.4090909090909091,
single_overall_rank,Curvelet Transform Sharpness Index,Wavelet W3,50,True,13.5,0.1015625,1.0,0.32,0.0,0.5909090909090909,
single_overall_rank,DCT Focus Measure,Energy of Gradient,50,True,254.0,0.0007587099075436754,0.32852138996641145,-4.78,-6.75,-0.549645390070922,
single_overall_rank,DCT Focus Measure,Fourier High Frequency Energy Ratio,50,True,619.5,0.8632650227005474,1.0,-0.51,4.0,-0.02823529411764706,
single_overall_rank,DCT Focus Measure,Fourier Transform Sharpness Index,50,True,492.0,0.3304436581726762,1.0,-0.87,-1.0,-0.16326530612244897,
single_overall_rank,DCT Focus Measure,GLCM Contrast,50,True,549.5,0.4042577575813002,1.0,1.76,6.5,0.1380392156862745,
single_overall_rank,DCT Focus Measure,Gradient Squared Energy,50,True,247.5,0.0005598913456594801,0.2469120834358307,-5.04,-7.25,-0.5611702127659575,
single_overall_rank,DCT Focus Measure,Histogram Entropy,50,True,376.5,0.011200519477185367,1.0,4.3,5.0,0.40941176470588236,
single_overall_rank,DCT Focus Measure,Image Power,50,True,457.0,0.1238487458462707,1.0,2.42,2.0,0.25387755102040815,
single_overall_rank,DCT Focus Measure,Intensity Range Index,50,True,615.0,0.8332778036429911,1.0,0.81,1.0,0.03529411764705882,
single_overall_rank,DCT Focus Measure,Intensity Skewness Index,50,True,585.0,0.6185935400423848,1.0,0.88,1.5,0.08235294117647059,
single_overall_rank,DCT Focus Measure,Intensity Variance,50,True,490.0,0.32035596056794446,1.0,1.44,2.5,0.16666666666666666,
single_overall_rank,DCT Focus Measure,Laplacian Energy,50,True,588.5,0.645875956795086,1.0,1.01,2.0,0.07686274509803921,
single_overall_rank,DCT Focus Measure,Maximal Intensity,50,True,557.5,0.4490067617286915,1.0,2.21,5.0,0.12549019607843137,
single_overall_rank,DCT Focus Measure,Mean Absolute Laplacian,50,True,483.0,0.13807290852462017,1.0,3.01,2.5,0.24235294117647058,
single_overall_rank,DCT Focus Measure,Mean Intensity,50,True,549.0,0.3988547028530327,1.0,1.59,3.5,0.1388235294117647,
single_overall_rank,DCT Focus Measure,Modified Tenengrad,50,True,345.0,0.01977795947502159,1.0,-3.72,-6.0,-0.3882978723404255,
single_overall_rank,DCT Focus Measure,Normalized Variance,50,True,510.0,0.4301168309991752,1.0,1.15,2.75,0.1326530612244898,
single_overall_rank,DCT Focus Measure,Roberts Focus Measure,50,True,319.5,0.014757022659466656,1.0,-3.2,-2.0,-0.40888066604995377,
single_overall_rank,DCT Focus Measure,Spatial Frequency,50,True,393.5,0.045367003944619455,1.0,-1.64,-2.0,-0.3307823129251701,
single_overall_rank,DCT Focus Measure,Squared Gradient,50,True,250.0,0.0006384319966201701,0.27899478252301435,-5.0,-6.5,-0.5567375886524822,
single_overall_rank,DCT Focus Measure,Sum Modified Laplacian,50,True,626.0,0.916185835362695,1.0,0.58,-1.5,0.01803921568627451,
single_overall_rank,DCT Focus Measure,Tenengrad,50,True,267.0,0.0013049791611194905,0.5441763101868275,-4.56,-6.0,-0.526595744680851,
single_overall_rank,DCT Focus Measure,Variance of Gradient,50,True,277.5,0.0010949816509011612,0.46427221998209234,-5.01,-5.0,-0.5280612244897959,
single_overall_rank,DCT Focus Measure,Variance of Laplacian,50,True,617.0,0.8482444441392172,1.0,-0.37,-1.5,-0.03215686274509804,
single_overall_rank,DCT Focus Measure,Wavelet Detail Energy (db1),50,True,480.0,0.38030640269835203,1.0,1.17,4.0,0.14893617021276595,
single_overall_rank,DCT Focus Measure,Wavelet W1,50,True,469.5,0.32560071603774077,1.0,1.15,3.0,0.1675531914893617,
single_overall_rank,DCT Focus Measure,Wavelet W2,50,True,432.5,0.1688007238032725,1.0,1.57,4.0,0.23315602836879432,
single_overall_rank,DCT Focus Measure,Wavelet W3,50,True,439.0,0.18949324780292898,1.0,1.47,4.0,0.22163120567375885,
single_overall_rank,Energy of Gradient,Fourier High Frequency Energy Ratio,50,True,402.5,0.022974872408266123,1.0,4.27,8.5,0.3686274509803922,
single_overall_rank,Energy of Gradient,Fourier Transform Sharpness Index,50,True,300.5,0.002738222840243054,1.0,3.91,4.0,0.48894557823129253,
single_overall_rank,Energy of Gradient,GLCM Contrast,50,True,316.5,0.002789570318793011,1.0,6.54,6.0,0.483265306122449,
single_overall_rank,Energy of Gradient,Gradient Squared Energy,50,True,7.5,0.1484375,1.0,-0.26,0.0,-0.5833333333333334,
single_overall_rank,Energy of Gradient,Histogram Entropy,50,True,263.5,0.0001941578147395262,0.09067169948335874,9.08,13.0,0.5866666666666667,
single_overall_rank,Energy of Gradient,Image Power,50,True,273.0,0.0002857006608838475,0.131136603345686,7.2,13.5,0.571764705882353,
single_overall_rank,Energy of Gradient,Intensity Range Index,50,True,320.0,0.0017779629774352657,0.7218529688387179,5.59,10.5,0.4980392156862745,
single_overall_rank,Energy of Gradient,Intensity Skewness Index,50,True,381.5,0.012931948668784443,1.0,5.66,9.0,0.4015686274509804,
single_overall_rank,Energy of Gradient,Intensity Variance,50,True,297.0,0.0013426407861949485,0.5585385670570986,6.22,11.0,0.5151020408163265,
single_overall_rank,Energy of Gradient,Laplacian Energy,50,True,345.5,0.004316904154682888,1.0,5.79,11.5,0.45803921568627454,
single_overall_rank,Energy of Gradient,Maximal Intensity,50,True,292.0,0.0006207713421488847,0.2718978478612115,6.99,12.25,0.5419607843137255,
single_overall_rank,Energy of Gradient,Mean Absolute Laplacian,50,True,273.5,0.00029800364072762875,0.13648566745325397,7.79,11.25,0.5709803921568627,
single_overall_rank,Energy of Gradient,Mean Intensity,50,True,346.5,0.004459422606641894,1.0,6.37,12.25,0.45647058823529413,
single_overall_rank,Energy of Gradient,Modified Tenengrad,50,True,411.5,0.6204215925972676,1.0,1.06,0.0,-0.08859357696567,
single_overall_rank,Energy of Gradient,Normalized Variance,50,True,325.0,0.003682032080742914,1.0,5.93,11.25,0.46938775510204084,
single_overall_rank,Energy of Gradient,Roberts Focus Measure,50,True,375.0,0.1646893304614423,1.0,1.58,1.25,0.24242424242424243,
single_overall_rank,Energy of Gradient,Spatial Frequency,50,True,318.0,0.008501739166817401,1.0,3.14,4.5,0.43617021276595747,
single_overall_rank,Energy of Gradient,Squared Gradient,50,True,9.5,0.25,1.0,-0.22,0.0,-0.4722222222222222,
single_overall_rank,Energy of Gradient,Sum Modified Laplacian,50,True,384.0,0.013686934524772099,1.0,5.36,7.0,0.3976470588235294,
single_overall_rank,Energy of Gradient,Tenengrad,50,True,0.0,0.0625,1.0,0.22,0.0,1.0,
single_overall_rank,Energy of Gradient,Variance of Gradient,50,True,469.5,0.7682592058424689,1.0,-0.23,0.0,-0.051515151515151514,
single_overall_rank,Energy of Gradient,Variance of Laplacian,50,True,403.5,0.023585311964122724,1.0,4.41,7.5,0.36705882352941177,
single_overall_rank,Energy of Gradient,Wavelet Detail Energy (db1),50,True,189.0,5.973133150405374e-05,0.028372382464425527,5.95,7.25,0.6503237742830712,
single_overall_rank,Energy of Gradient,Wavelet W1,50,True,184.5,4.784045694350425e-05,0.02286773841899503,5.93,7.5,0.6586493987049029,
single_overall_rank,Energy of Gradient,Wavelet W2,50,True,176.0,2.8618401898938828e-05,0.01393716172478321,6.35,7.5,0.6743755781683626,
single_overall_rank,Energy of Gradient,Wavelet W3,50,True,178.5,3.404138394103029e-05,0.01651007121139969,6.25,7.5,0.669750231267345,
single_overall_rank,Fourier High Frequency Energy Ratio,Fourier Transform Sharpness Index,50,True,597.0,0.7018365959451138,1.0,-0.36,-2.75,-0.06352941176470588,
single_overall_rank,Fourier High Frequency Energy Ratio,GLCM Contrast,50,True,421.0,0.0362699414949752,1.0,2.27,3.0,0.3396078431372549,
single_overall_rank,Fourier High Frequency Energy Ratio,Gradient Squared Energy,50,True,392.0,0.017101069545240932,1.0,-4.53,-8.5,-0.38509803921568625,
single_overall_rank,Fourier High Frequency Energy Ratio,Histogram Entropy,50,True,422.0,0.05830547159412802,1.0,4.81,6.0,0.3110204081632653,
single_overall_rank,Fourier High Frequency Energy Ratio,Image Power,50,True,458.0,0.12632769285416856,1.0,2.93,3.5,0.2522448979591837,
single_overall_rank,Fourier High Frequency Energy Ratio,Intensity Range Index,50,True,551.5,0.4151920088524754,1.0,1.32,3.0,0.1349019607843137,
single_overall_rank,Fourier High Frequency Energy Ratio,Intensity Skewness Index,50,True,597.0,0.7018365959451138,1.0,1.39,1.0,0.06352941176470588,
single_overall_rank,Fourier High Frequency Energy Ratio,Intensity Variance,50,True,533.0,0.4353330401961557,1.0,1.95,2.5,0.12979591836734694,
single_overall_rank,Fourier High Frequency Energy Ratio,Laplacian Energy,50,True,530.0,0.3044806608698192,1.0,1.52,1.5,0.16862745098039217,
single_overall_rank,Fourier High Frequency Energy Ratio,Maximal Intensity,50,True,486.5,0.14874176207376877,1.0,2.72,6.5,0.23686274509803923,
single_overall_rank,Fourier High Frequency Energy Ratio,Mean Absolute Laplacian,50,True,383.5,0.02239138563494336,1.0,3.52,4.75,0.37387755102040815,
single_overall_rank,Fourier High Frequency Energy Ratio,Mean Intensity,50,True,495.0,0.17191424676435396,1.0,2.1,5.0,0.2235294117647059,
single_overall_rank,Fourier High Frequency Energy Ratio,Modified Tenengrad,50,True,461.0,0.0894381024777875,1.0,-3.21,-6.0,-0.2768627450980392,
single_overall_rank,Fourier High Frequency Energy Ratio,Normalized Variance,50,True,545.5,0.5148117870350184,1.0,1.66,2.0,0.10938775510204081,
single_overall_rank,Fourier High Frequency Energy Ratio,Roberts Focus Measure,50,True,462.5,0.09130577606126522,1.0,-2.69,-2.0,-0.27450980392156865,
single_overall_rank,Fourier High Frequency Energy Ratio,Spatial Frequency,50,True,583.5,0.6051405400941228,1.0,-1.13,-3.25,-0.08470588235294117,
single_overall_rank,Fourier High Frequency Energy Ratio,Squared Gradient,50,True,394.0,0.01806109651468013,1.0,-4.49,-8.5,-0.3819607843137255,
single_overall_rank,Fourier High Frequency Energy Ratio,Sum Modified Laplacian,50,True,513.5,0.2373529877703877,1.0,1.09,3.0,0.19450980392156864,
single_overall_rank,Fourier High Frequency Energy Ratio,Tenengrad,50,True,407.5,0.025500083179634814,1.0,-4.05,-8.5,-0.3607843137254902,
single_overall_rank,Fourier High Frequency Energy Ratio,Variance of Gradient,50,True,412.5,0.02898427633581413,1.0,-4.5,-8.0,-0.35294117647058826,
single_overall_rank,Fourier High Frequency Energy Ratio,Variance of Laplacian,50,True,582.5,0.6051405400941228,1.0,0.14,1.5,0.08627450980392157,
single_overall_rank,Fourier High Frequency Energy Ratio,Wavelet Detail Energy (db1),50,True,516.0,0.3427184273324322,1.0,1.68,-1.5,0.15755102040816327,
single_overall_rank,Fourier High Frequency Energy Ratio,Wavelet W1,50,True,513.5,0.3327014806389812,1.0,1.66,-1.5,0.16163265306122448,
